Acc;Gyr;Label
0,000825299;1,22032E-05;Ride
0,001359421;4,6944E-05;Ride
0,000497989;0,000127942;Ride
0,000967776;3,91184E-05;Ride
0,002342627;9,03323E-05;Ride
0,000643229;0,000334315;Ride
0,000540804;2,97713E-05;Ride
0,000647405;7,26125E-05;Ride
0,000792201;2,663E-05;Ride
0,000220452;9,28278E-06;Ride
0,000828433;8,32109E-06;Ride
0,001111517;9,3959E-06;Ride
0,000658005;3,89878E-05;Ride
0,000866311;1,85424E-05;Ride
0,000977249;8,98035E-06;Ride
0,000664659;2,38557E-05;Ride
0,001118914;8,043E-06;Ride
0,000651219;7,17487E-06;Ride
0,001577014;1,0576E-05;Ride
0,001843101;1,77879E-05;Ride
0,00047429;5,26827E-05;Ride
0,00074127;1,36451E-05;Ride
0,000510444;1,99713E-05;Ride
0,003591402;5,40137E-06;Ride
0,001196019;9,46981E-06;Ride
0,001173289;3,19711E-05;Ride
0,000684464;1,17127E-05;Ride
0,001084186;2,99981E-05;Ride
0,00134059;3,15388E-05;Ride
0,001563979;1,52207E-05;Ride
0,00139977;1,89868E-05;Ride
0,000613145;1,3361E-05;Ride
0,000529111;8,05541E-06;Ride
0,00108926;7,28088E-05;Ride
0,001116543;5,80412E-05;Ride
0,00046546;6,19608E-05;Ride
0,001906285;9,79077E-06;Ride
0,001155085;1,22128E-05;Ride
0,00081246;5,88503E-05;Ride
0,000618359;0,000144695;Ride
0,001294187;0,000110547;Ride
0,003596656;0,001078916;Ride
0,023336583;0,016448491;Ride
0,037671541;0,005473986;Ride
0,18250993;0,021332373;Ride
4,439428966;0,032307217;Ride
1,997636972;0,016466817;Ride
0,179910074;0,001586229;Ride
0,074670281;0,003966095;Ride
0,092649186;0,009532124;Ride
0,229976376;0,020511254;Ride
0,048257503;0,003898496;Ride
0,044043292;0,000214775;Ride
0,064152005;0,001037129;Ride
0,135550938;0,004887661;Ride
2,189311834;0,007074021;Ride
0,032781269;0,002969424;Ride
0,026553274;0,002752635;Ride
0,013798963;0,003100688;Ride
0,036896032;0,002530333;Ride
1,571136283;0,001800859;Ride
0,14157948;0,002646764;Ride
0,353379287;0,00145836;Ride
1,196217185;0,002037334;Ride
1,963868682;0,000701214;Ride
2,300389279;0,002459274;Ride
4,770606268;0,000500279;Ride
6,141246979;0,001019232;Ride
2,844729343;0,001969155;Ride
1,735931577;0,000305866;Ride
2,448959196;0,001432264;Ride
1,148121;0,001076049;Ride
1,393835483;0,001933513;Ride
3,089070914;0,001844849;Ride
1,174066262;0,001726128;Ride
6,545586405;0,00403284;Ride
4,539893877;0,004932752;Ride
2,055081376;0,001072903;Ride
3,918326893;0,003554709;Ride
8,760780872;0,014348388;Ride
7,053490088;0,005536575;Ride
4,21863966;0,014379138;Ride
3,231243988;0,066069197;Ride
7,164336994;0,142172324;Ride
8,93336906;0,008264708;Ride
11,85772318;0,002493538;Ride
28,15485739;0,004752832;Ride
19,97019299;0,00605108;Ride
16,6881504;0,002583168;Ride
5,295255262;0,002722881;Ride
8,328280337;0,001378014;Ride
11,21353039;0,003160592;Ride
4,308699216;0,004033671;Ride
7,609433994;0,009173447;Ride
7,946985484;0,006597287;Ride
35,44398661;0,001329043;Ride
28,99023182;0,001383496;Ride
17,40976871;0,005028493;Ride
18,26857747;0,006291649;Ride
54,81069872;0,003360301;Ride
11,05876905;0,000801409;Ride
6,814526994;0,001776177;Ride
13,43091902;0,009538018;Ride
31,92634009;0,023192664;Ride
27,88583591;0,011499668;Ride
18,01880278;0,010083757;Ride
23,60864665;0,006674564;Ride
12,72476804;0,00201684;Ride
3,091943935;0,005171911;Ride
15,23775057;0,00566634;Ride
251,5756427;0,094335323;Ride
18,23660499;0,027321586;Ride
29,80757238;0,015951127;Ride
72,82340295;0,036941972;Ride
13,34413707;0,054969491;Ride
30,61678776;0,014899867;Ride
10,19643033;0,003733644;Ride
147,2707305;0,02529201;Ride
42,8281285;0,007587839;Ride
10,87630187;0,007561013;Ride
3,891189599;0,003571699;Ride
5,775239436;0,005019777;Ride
79,31756398;0,015745217;Ride
11,4702118;0,013348347;Ride
17,01482705;0,040591175;Ride
8,39249146;0,013081668;Ride
20,41472428;0,030441162;Ride
27,64479697;0,002269578;Ride
44,94315934;0,008392623;Ride
33,82767307;0,017615818;Ride
223,1133246;0,02360055;Ride
19,17419054;0,017705199;Ride
28,74231936;0,016280414;Ride
20,31452872;0,021109076;Ride
53,97646178;0,016798863;Ride
21,46094884;0,024627124;Ride
15,22316512;0,004127187;Ride
14,68577405;0,003968976;Ride
21,71582983;0,009450268;Ride
20,44509664;0,008650082;Ride
7,441659818;0,007855205;Ride
4,9280504;0,003167666;Ride
19,56873186;0,001948954;Ride
44,369445;0,004016472;Ride
19,36772212;0,000937725;Ride
27,52018668;0,001900877;Ride
22,79693835;0,00703791;Ride
89,76794629;0,010238741;Ride
15,19985272;0,007443822;Ride
13,48150081;0,003940202;Ride
5,753460794;0,001083543;Ride
11,75924031;0,004252958;Ride
1,152272196;0,006343198;Ride
30,97359722;0,008078088;Ride
32,18211875;0,00625372;Ride
9,025805679;0,000871649;Ride
19,25725602;0,006390813;Ride
26,9420976;0,004891857;Ride
23,46344072;0,003172896;Ride
51,66506;0,002289822;Ride
10,4213584;0,000956006;Ride
10,90654504;0,007334026;Ride
22,41074016;0,002428248;Ride
23,0630909;0,000832125;Ride
0;8,55969E-34;Ride
14,0284658;0,060551174;Ride
36,26750302;0,018730115;Ride
17,91841658;0,006395486;Ride
21,18526673;0,009871826;Ride
23,82797664;0,011886778;Ride
4,789010242;0,006036204;Ride
8,190914795;0,005308043;Ride
5,379110339;0,001488374;Ride
15,91291457;0,001770159;Ride
21,43744791;0,002669605;Ride
20,63132379;0,009456878;Ride
52,60594086;0,042380661;Ride
6,081616122;0,008375909;Ride
12,31982792;0,011952997;Ride
64,81427513;0,063918448;Ride
11,48526956;0,043941522;Ride
32,8031074;0,009177461;Ride
13,27535581;0,004468281;Ride
0;0;Ride
3,50605E-30;0;Ride
2,362982211;0,024620027;Ride
17,13581013;0,058083613;Ride
12,26761309;0,01160621;Ride
17,57136652;0,062082579;Ride
8,488985198;0,000565487;Ride
19,7289775;0,004176845;Ride
9,956166068;0,001578042;Ride
9,051651156;0,016378968;Ride
3,179679177;0,009414007;Ride
14,76148091;0,002103319;Ride
12,73914069;0,002129096;Ride
15,16939245;0,006118452;Ride
8,491264036;0,002513826;Ride
12,35642068;0,00310637;Ride
33,29820368;0,003916103;Ride
9,112887334;0,002897342;Ride
32,37027311;0,002473264;Ride
39,95587333;0,003696486;Ride
18,55915407;0,002149716;Ride
29,71540627;0,004254842;Ride
48,8266564;0,004908853;Ride
14,67519366;0,00261168;Ride
16,45856358;0,001332289;Ride
18,22853172;0,002682112;Ride
25,88068831;0,003617166;Ride
27,82523562;0,009421915;Ride
33,25915286;0,008171278;Ride
14,720316;0,008248106;Ride
18,59233346;0,005111009;Ride
34,59980505;0,007602397;Ride
18,99656894;0,016610325;Ride
29,11789623;0,006530052;Ride
17,87393929;0,01419812;Ride
14,95545744;0,006176376;Ride
56,21528343;0,005863476;Ride
21,40258402;0,004380326;Ride
47,35064085;0,034761385;Ride
13,41199024;0,018642916;Ride
28,72122038;0,002079961;Ride
44,949788;0,003884649;Ride
11,59296633;0,002229995;Ride
41,07588067;0,001643979;Ride
15,91294775;0,001229316;Ride
0;2,13992E-34;Ride
0;8,24496E-05;Ride
0;5,34981E-35;Ride
31,02003772;0,013508906;Ride
27,09862725;0,017909135;Ride
23,38007495;0,017202901;Ride
11,44772977;0,01041619;Ride
23,79514819;0,003278294;Ride
35,6114398;0,022460626;Ride
10,08465469;0,07950667;Ride
106,9587496;0,068110597;Ride
46,91541733;0,018286344;Ride
33,31386988;0,015371473;Ride
51,7043541;0,004482871;Ride
9,898636631;0,00526604;Ride
24,08542933;0,023055631;Ride
16,35275938;0,013012478;Ride
52,7428779;0,005705649;Ride
83,26006935;0,015264914;Ride
13,33539938;0,007312588;Ride
54,26146009;0,009702147;Ride
8,181602746;0,001003658;Ride
26,95078876;0,007093132;Ride
3,407073547;0,000524997;Ride
22,58573027;0,012432819;Ride
1,516859035;0,004645213;Ride
8,558709711;0,004389093;Ride
3,279434239;0,001992831;Ride
5,35304367;0,005894739;Ride
5,096960354;0,003276604;Ride
3,055161494;0,000876094;Ride
6,547472162;0,00255836;Ride
1,683410115;0,001077225;Ride
16,0534196;0,00184365;Ride
3,376754064;0,001054881;Ride
4,957827598;0,001114827;Ride
1,091251206;0,002796631;Ride
3,715359221;0,001941877;Ride
0,800525417;0,001567715;Ride
2,88283888;0,006431183;Ride
1,201154772;0,002141894;Ride
5,558364886;0,003718807;Ride
1,641941933;0,000700386;Ride
1,236782282;0,00059355;Ride
0,402385124;0,001209062;Ride
0,249904289;0,007676181;Ride
1,729719458;0,001615193;Ride
0,19810269;0,002955139;Ride
1,715443109;0,002211218;Ride
2,29369118;8,55969E-34;Ride
0;8,55969E-34;Ride
0;0,000850414;Ride
26,86404565;0,025667324;Ride
199,8912127;0,048058108;Ride
3,50605E-30;0;Ride
1,708007209;0,171681094;Ride
6,021941408;0,018133268;Ride
0;0;Ride
5,493062592;0;Ride
5,442089616;0;Ride
4,796898899;0;Ride
0,073660548;0;Ride
3,50605E-30;0;Ride
2,127529492;0,031028059;Ride
1,651400043;0,01449552;Ride
6,94151294;0,031099984;Ride
0,673225175;0,034497751;Ride
1,610065248;0,002042628;Ride
1,4225726;0,002910978;Ride
0,872869601;0,02415723;Ride
3,104442562;0,00675267;Ride
1,846545201;0,018497131;Ride
0,543388234;0,009212927;Ride
0;3,42388E-33;Ride
1,487500688;0,023221497;Ride
4,261385031;0,079505173;Ride
4,277845722;0,08213543;Ride
6,060909175;0,082085072;Ride
3,259150015;0,008926638;Ride
5,642173287;0,009298213;Ride
6,86484742;0,006172509;Ride
2,586787678;0,13177945;Ride
2,839532191;0,022925061;Ride
0,524940977;3,42388E-33;Ride
3,50605E-30;3,42388E-33;Ride
1,951360735;3,42388E-33;Ride
1,044112657;3,42388E-33;Ride
2,216071698;0,368147326;Ride
8,935012437;0,316840137;Ride
3,50605E-30;0;Ride
3,240585987;0,013768919;Ride
0,898959821;0,002329338;Ride
0;0;Ride
1,424137046;0;Ride
8,76512E-31;0;Ride
8,76512E-31;5,16402E-05;Ride
8,76512E-31;0,000193336;Ride
8,76512E-31;3,03075E-05;Ride
8,76512E-31;8,55969E-34;Ride
5,027187123;0,015237448;Ride
1,247481715;0,008563382;Ride
3,50605E-30;0;Ride
3,50605E-30;9,52919E-05;Ride
3,50605E-30;3,42388E-33;Ride
5,49682342;0,010366383;Ride
2,914536475;0,001063813;Ride
3,50605E-30;2,13992E-34;Ride
0,406569966;2,13992E-34;Ride
0;2,13992E-34;Ride
0;0,000143995;Ride
0;2,13992E-34;Ride
0;0,000666517;Ride
0;0,000100622;Ride
0;0;Ride
0,607035798;0,001517944;Ride
3,50605E-30;8,55969E-34;Ride
3,50605E-30;0,000644902;Ride
3,50605E-30;5,34981E-35;Ride
3,50605E-30;0,00135406;Ride
3,50605E-30;0;Ride
3,50605E-30;0,000846626;Ride
3,50605E-30;2,13992E-34;Ride
3,50605E-30;9,37996E-05;Ride
3,50605E-30;0;Ride
3,50605E-30;0,006018578;Ride
5,146304842;0,001598885;Ride
6,369590302;0,000751068;Ride
2,645255155;0,000842262;Ride
5,040834911;0,004367447;Ride
10,26329981;0,007981328;Ride
8,668151209;0,001141934;Ride
11,40567876;0,001330403;Ride
5,027448412;0,003904544;Ride
2,088544904;0,002135065;Ride
3,789210913;0,002159053;Ride
7,559668755;0,001037244;Ride
14,22556857;0,000772924;Ride
6,583712291;0,000796496;Ride
3,484932457;0,001751992;Ride
4,096088603;0,001571718;Ride
3,876859876;0,005025412;Ride
12,4981751;0,001937002;Ride
6,659772551;0,003176539;Ride
5,502374921;0,001048719;Ride
3,50605E-30;0;Ride
