Acc;Gyr;x_acc;y_acc;z_acc;x_gyr;y_gyr;z_gyr;Label
20,7692206;0,006334757;2,59828364;20,33274691;19,751838;0,010630502;0,010128436;0,004922988;Ride
15,40531835;0,015653337;2,187907751;21,17132278;4,778186235;0,001961437;0,03295371;0,006219842;Ride
0;0;8,76512E-31;5,4782E-32;0;0;8,55969E-34;0;Ride
1,975372916;0;0,137055011;12,23935452;1,182634726;0;8,55969E-34;0;Ride
11,75125424;0;4,999735392;13,33664902;17,29231205;0;8,55969E-34;0;Ride
0,093487984;0;0,42030609;0,039374998;0,196976032;0;8,55969E-34;0;Ride
3,50605E-30;0;0;3,50605E-30;2,19128E-31;0;8,55969E-34;0;Ride
0,326805155;0,009430418;0,075749657;1,23075023;11,51367578;0,013692238;0,010914058;0,001203138;Ride
3,50605E-30;3,42388E-33;0;3,50605E-30;8,76512E-31;0;3,42388E-33;1,33745E-35;Ride
7,672498058;0,004181484;1,007554225;11,13206186;3,137290821;0,008928693;0,017528977;0,000456829;Ride
1,40242E-29;8,55969E-34;5,4782E-32;0;5,4782E-32;2,13992E-34;8,55969E-34;0;Ride
7,285395042;0,007962828;2,830718496;8,56486665;8,413690868;0,013170283;0,05045701;0,006681011;Ride
41,34168989;0,026123827;1,930421759;43,44380227;7,180627593;0,00394804;0,067472531;0,003537503;Ride
68,93048312;0,015880594;4,645915736;72,6124877;18,39751518;0,001940812;0,041257409;0,002503481;Ride
250,1749642;0,055645863;3,119886706;247,5757285;50,64832925;0,016148757;0,113026506;0,003220503;Ride
62,26091371;0,040669949;8,415218821;98,62225105;24,27954978;0,020218554;0,120713491;0,001543081;Ride
89,09664004;0,01077365;7,201949828;121,2293116;20,07996381;0,001701329;0,038557911;0,003700287;Ride
72,75100189;0,009428017;5,776995073;131,6211846;24,83484699;0,008352317;0,022073648;0,002341703;Ride
37,17876638;0,013189573;5,621785363;65,86374547;32,16304229;0,016159153;0,032921849;0,003272181;Ride
30,01432671;0,003806463;8,086561361;66,2644229;16,6240517;0,006696133;0,026166041;0,003340444;Ride
53,06014689;0,01100447;9,48489485;131,4326619;58,74510481;0,007555303;0,045076979;0,002891043;Ride
29,18778518;0,064156495;3,925556214;31,34684363;5,290767216;0,017919797;0,080781744;0,017589707;Ride
41,25955595;0,025400836;7,187073932;45,10383264;21,17097782;0,020180606;0,08570625;0,004395357;Ride
67,66844256;0,02613983;4,067328866;90,89125691;11,75139012;0,001347438;0,095919265;0,001692511;Ride
58,85343061;0,01732557;2,944826827;108,6667258;17,23789056;0,011937659;0,044051099;0,002614552;Ride
88,57509682;0,013761344;8,891822521;232,1735165;20,67537606;0,006673153;0,074484631;0,003283067;Ride
56,11034106;0,014810741;6,591990215;168,2456875;22,90302078;0,008190509;0,017202582;0,001980762;Ride
36,14932671;0,03298128;9,799938248;48,54865049;14,25268247;0,01865597;0,035615504;0,001127355;Ride
37,08090495;0,070274335;17,8804108;44,86148911;31,48761767;0,008579632;0,173960588;0,020598357;Ride
24,52485517;0,103399934;13,49105127;25,06305992;25,94090089;0,010681675;0,197718927;0,020212512;Ride
20,31978413;0,018565553;7,217962572;41,32162839;20,67277287;0,004042189;0,057586519;0,00266543;Ride
14,03291095;0,005238492;9,698119966;19,43629204;10,86537389;0,00939845;0,025332887;0,000770152;Ride
8,14807991;0,034357817;18,02668494;48,11694469;14,12817918;0,011970746;0,211708786;0,009418984;Ride
28,09124911;0,026356084;9,03530138;34,18284009;36,87055622;0,015648779;0,084864421;0,004090508;Ride
25,56738304;0,00191411;4,093641531;36,37466118;10,95713477;0,002767333;0,006551867;0,00074138;Ride
36,78403876;0,006804251;4,254433417;45,42846823;19,71506753;0,012325634;0,012594322;0,00109103;Ride
8,852273799;0,016994723;5,041830637;9,692055433;9,609216889;0,006459132;0,048826323;0,006231437;Ride
11,46136327;0,012222305;15,78993138;33,97417883;31,19191022;0,001623005;0,038753504;0,000574712;Ride
33,48638494;0,005036884;3,074461724;43,15431102;21,48807357;0,003517937;0,020121773;0,002226979;Ride
24,19445963;0,021632939;4,247472265;22,40659201;37,78616711;0,065841623;0,040356026;0,002209791;Ride
14,75897903;0,070342405;9,341179591;41,55224034;19,16019783;0,051262725;0,187448352;0,004569189;Ride
18,15535026;0,015018212;6,260390191;30,5580009;13,9972989;0,04419079;0,016964621;0,00206771;Ride
20,81519868;0,054300293;5,002934928;21,63947697;34,03223134;0,04242574;0,162987269;0,009874344;Ride
9,466040315;0,032513597;4,172811084;10,79669736;17,64319799;0,009745664;0,107355358;0,003174002;Ride
23,55783008;0,01370232;3,863304101;30,42295244;5,321360272;0,003242845;0,063700887;0,007592751;Ride
13,29133976;0,017268107;9,059280654;24,26581125;11,48395692;0,006699304;0,040724066;0,002066461;Ride
19,68983224;0,008084974;5,626741139;28,25542523;11,93673782;0,012932395;0,031182616;0,003344225;Ride
8,392567415;0,014039131;5,134244858;70,05220116;18,52004849;0,006436346;0,035250789;0,001065013;Ride
11,65161837;0,003415892;7,645733702;40,93662697;7,8944101;0,005145908;0,018788267;0,002128779;Ride
8,754129632;0,033858582;5,924309925;69,49939175;16,97893342;0,013927952;0,069827797;0,002456457;Ride
40,11689474;0,030031722;5,27000029;74,11073918;11,3045091;0,004241953;0,108868398;0,007868359;Ride
14,91323349;0,00750893;2,44486889;35,47278671;9,493967709;0,005898196;0,028860145;0,002707622;Ride
6,329425976;0,03490957;2,894777354;8,746149887;4,622217103;0,002472457;0,074706052;0,00812307;Ride
3,55768599;0,076496082;1,540670935;11,98091746;4,82695183;0,007345812;0,185961718;0,003752444;Ride
2,123510839;0,131733168;1,70937088;1,723441389;1,919672635;0,004151412;0,447788299;0,018210419;Ride
1,577948939;0,106428387;0,733715669;1,253780158;2,680965111;0,007238058;0,209149404;0,005667959;Ride
6,334244477;0,087914511;1,862400396;12,08773842;5,631788214;0,005296369;0,379856329;0,080414013;Ride
7,780144721;0,085965036;2,347222274;7,690223917;1,200992753;0,006118441;0,093156858;0,01021283;Ride
27,1780099;0,09325307;2,416702031;31,90726206;5,399361478;0,019300677;0,440508091;0,026868003;Ride
13,85936522;0,048858541;5,911940143;29,76925701;20,58302152;0,051635226;0,035482876;0,00451496;Ride
14,0757901;0,059575253;3,990981651;15,54143721;4,611279896;0,004415802;0,155011188;0,017614646;Ride
9,441114519;0,011651922;3,976434795;10,13215963;3,644695598;0,013472685;0,026338116;0,004400861;Ride
20,1694028;0,040226187;12,96998242;14,33086483;13,75332298;0,010909991;0,076606389;0,00657439;Ride
27,38996095;0,026220777;3,423862503;31,35056695;6,571784575;0,010796843;0,066661529;0,003512232;Ride
19,75517373;0,075201241;5,953694984;20,74083868;23,41351874;0,036304941;0,183548384;0,010158987;Ride
2,694657667;0,004353383;0,901136953;2,556723358;3,393906596;0,001287985;0,007293593;0,000805257;Ride
6,886719474;0,051890912;4,254219335;7,17039859;5,082595743;0,002203325;0,056235082;0,005909209;Ride
12,53876254;0,015892391;2,426522293;22,95580216;16,47965276;0,00266242;0,04379222;0,012799735;Ride
8,667925542;0,029458966;5,581044785;9,631321741;5,806550626;0,007382355;0,157284138;0,020193284;Ride
13,8550555;0,030713069;3,388799381;17,23051193;6,842829324;0,002382356;0,044550791;0,006621444;Ride
6,207158463;0,004942912;6,604785603;4,986922237;5,871755502;0,006350719;0,043632312;0,001936422;Ride
23,95994276;0,005547737;1,155980723;21,11741366;15,08553217;0,002201121;0,011522595;0,001761442;Ride
15,46548533;0,049958665;5,722994988;14,471578;3,851673103;0,002088654;0,078979256;0,006977275;Ride
56,5526005;0,012918218;7,583140444;72,89929664;10,63501668;0,025802411;0,036492489;0,002626149;Ride
8,498157608;0,055475092;4,524629217;11,43360502;10,10989939;0,011694085;0,075464378;0,012124773;Ride
6,252505624;0,017536766;1,606482727;4,899435922;7,742980976;0,003952536;0,021057439;0,002718739;Ride
9,767192534;0,008520002;1,361586675;10,17182547;1,813423185;0,001619282;0,027853514;0,004586406;Ride
4,302879645;0,004221187;2,762804565;4,781186718;4,302504496;0,001544114;0,019673679;0,005303541;Ride
0;3,42388E-33;0;3,50605E-30;0;3,34363E-36;8,55969E-34;2,13992E-34;Ride
6,488713025;0,055516771;0,398944288;6,467749122;0,53862438;0,008853859;0,064613784;0,004826031;Ride
26,16638489;0,166472853;17,93188295;63,69062687;23,90454583;0,010168803;0,497321516;0,02874779;Ride
55,45357347;0,142612006;9,938808915;43,95449843;16,37132409;0,002859138;0,262700319;0,012353859;Ride
0;8,55969E-34;5,4782E-32;8,76512E-31;5,34981E-35;2,13992E-34;0;8,35907E-37;Ride
2,912415263;6,86257E-06;0,438168384;0,442188139;10,75459156;0,000209822;0,000155352;0,000135068;Ride
35,30717432;0,087164368;6,580572995;49,41302373;14,93016337;0,034071416;0,281508591;0,014138004;Ride
4,568398659;0,088723634;4,736769894;5,836771933;7,372713254;0,004648605;0,202073725;0,022222689;Ride
3,600038395;0,038769672;3,764822544;4,970274689;4,245391789;0,00138849;0,111655275;0,009755691;Ride
10,30358608;0,003777647;0,910431697;13,98162046;9,078145616;0,00478723;0,033582866;0,003082225;Ride
45,3627133;0,167470789;4,442729785;117,6194462;51,43975366;0,281541653;0,077743349;0,010475972;Ride
4,001021027;0,03011822;2,400188182;4,673907958;1,938303347;0,003519306;0,118295344;0,003566326;Ride
11,19757716;0,01099264;2,136232989;11,55220834;5,889670669;0,004816032;0,034734424;0,002432434;Ride
5,39473743;0,051487752;1,758046795;6,311825799;4,204944586;0,003128785;0,160740744;0,009577492;Ride
0,553021637;0,001692547;0,179884657;0,381943311;0,890541681;3,67676E-05;0,001992142;6,38275E-06;Ride
3,50605E-30;3,42388E-33;0;0;0;5,34981E-35;3,42388E-33;2,13992E-34;Ride
3,675130294;0,045777525;6,057521073;2,257241096;15,68555768;0,005326786;0,082241081;0,006898973;Ride
23,27979143;0,004345141;0,963852596;23,38066721;4,325195921;0,00357842;0,00902168;0,000889082;Ride
1,913078155;0,002727327;0,889562414;2,567583162;3,789912728;0,002296075;0,011989298;0,001645799;Ride
3,686412707;0,003442751;0,793635167;3,616232906;3,847677542;0,00260495;0,004878208;0,000815872;Ride
14,2793057;0,003062485;0,515133044;14,27918446;6,793558839;0,001950285;0,008067218;0,000710201;Ride
4,734976923;0,002124353;0,468466049;4,580964012;5,678728045;0,004153527;0,007265091;0,000100227;Ride
2,024949954;0,002570215;1,581899493;1,833738104;3,138699632;0,000404834;0,003998459;0,000947682;Ride
3,50605E-30;0;2,19128E-31;3,50605E-30;2,19128E-31;3,34363E-36;0;5,34981E-35;Ride
5,796298243;0,006801452;0,915604185;5,095122885;1,895697256;0,001365609;0,024346451;0,005099402;Ride
14,09845015;0,065508826;1,345372528;17,38872234;5,333034986;0,003847019;0,11374426;0,003171173;Ride
4,685911868;0,036540441;3,651352045;2,3699455;13,38832902;0,004438444;0,121665013;0,003292547;Ride
14,5304544;0,077007218;1,773243237;24,90148164;1,751391584;0,009284471;0,139309244;0,015602579;Ride
4,312638884;0,182655973;20,49484455;24,72261833;16,87487673;0,185472008;0,169374569;0,012532201;Ride
99,69095361;0,061371489;6,408266081;85,10896934;61,54005086;0,020889008;0,197249137;0,012839079;Ride
0,370323541;0,003688735;0,563322785;0,365460163;8,122774139;0,010044646;0,02927261;5,71934E-05;Ride
3,50605E-30;3,42388E-33;0;3,50605E-30;0;5,34981E-35;8,55969E-34;8,55969E-34;Ride
1,216655711;0,001078872;0,227091415;1,059469587;1,685043376;5,24499E-05;0,055424752;0,003671995;Ride
0;3,42388E-33;0;3,50605E-30;5,4782E-32;0;3,42388E-33;0;Ride
0,078889504;0,011040179;0,556945019;0,009352108;1,798925627;3,14558E-05;0,028598949;0,001253373;Ride
3,50605E-30;2,13992E-34;0;0;0;1,33745E-35;0;0;Ride
2,518191601;0,003886104;0,906397572;4,833451675;6,175616956;0,002806256;0,010441964;0,000429616;Ride
13,56328112;0,004430212;0,749358655;13,1045566;3,467679147;0,004090183;0,011771474;0,000373673;Ride
7,707009468;0,001856935;1,004266669;9,059648485;3,788455221;0,001156866;0,008099099;0,000322255;Ride
0;2,13992E-34;2,13992E-34;0;2,19128E-31;5,34981E-35;0;1,33745E-35;Ride
4,184067321;1,00244E-05;0,137978128;5,49263243;0,480631667;0,000790498;0,001121706;5,67744E-05;Ride
0;2,13992E-34;0;0;5,4782E-32;0;0;8,35907E-37;Ride
0,946817357;2,13992E-34;0,467935773;0,765865241;1,859609327;0;0;8,35907E-37;Ride
3,100114275;2,13992E-34;0,742633387;2,535792908;2,807481124;0;0;8,35907E-37;Ride
4,541675972;2,13992E-34;0,542112716;4,674698952;3,250787615;0;0;8,35907E-37;Ride
0;2,13992E-34;3,42388E-33;8,76512E-31;2,19128E-31;0;0;8,35907E-37;Ride
0,617046369;2,13992E-34;0,407479859;0,40301737;5,901234724;0;0;8,35907E-37;Ride
1,812201174;2,13992E-34;2,18022078;2,737059781;7,097611143;0;0;8,35907E-37;Ride
1,600854234;2,13992E-34;0,589469104;1,303022177;6,501603393;0;0;8,35907E-37;Ride
3,50605E-30;2,13992E-34;3,42388E-33;3,50605E-30;1,33745E-35;0;0;8,35907E-37;Ride
4,651390829;0,110521276;0,970650537;3,300664838;5,966100153;0,005055851;0,174853395;0,005287603;Ride
1,241294447;0,011228812;1,073151061;1,338673629;1,510216613;0,002079381;0,012181727;0,0023394;Ride
0,379796512;0,012710638;0,011242793;0,15391355;2,771236281;4,76895E-05;0,013041098;0,000119862;Ride
3,50605E-30;0;0;0;0;8,55969E-34;5,4782E-32;0;Ride
1,303721668;0,211150426;0,196804713;1,148030388;0,88897706;0,004816972;0,210154626;0,00056139;Ride
0;8,55969E-34;5,4782E-32;0;0;5,34981E-35;8,55969E-34;2,08977E-37;Ride
0,462527928;0,002927458;0,178871302;0,449327856;4,886184402;0,000253235;0,004840046;0,000344804;Ride
3,50605E-30;0;0;3,50605E-30;0;1,33745E-35;0;0;Ride
1,77820852;0,003443406;2,083685819;1,863212271;5,722791516;0,002179094;0,016840873;0,002615622;Ride
2,617119609;0,001489373;0,819204758;3,264949609;3,34536486;0,00285162;0,008294385;0,001179968;Ride
0,551550908;0,000341388;0,306853299;1,249343627;3,357542792;0,001095856;0,000574405;0,001468823;Ride
3,50605E-30;2,13992E-34;0;8,76512E-31;8,76512E-31;0;0;0;Ride
3,532387027;0,003262284;0,332052464;3,067631567;2,38216212;0,00108407;0,001516989;0,002271934;Ride
8,76512E-31;0;8,55969E-34;8,76512E-31;5,4782E-32;2,13992E-34;2,13992E-34;2,13992E-34;Ride
10,57759811;0;1,74136447;17,61931295;10,73905245;2,13992E-34;2,13992E-34;2,13992E-34;Ride
14,5940293;0;2,620065519;16,05187502;4,797920615;2,13992E-34;2,13992E-34;2,13992E-34;Ride
5,450551439;0;2,968908347;5,734890418;4,987231869;2,13992E-34;2,13992E-34;2,13992E-34;Ride
8,218473939;0;1,817157858;9,685709771;5,679604097;2,13992E-34;2,13992E-34;2,13992E-34;Ride
1,627363102;0;2,742220643;1,428025702;7,038118374;2,13992E-34;2,13992E-34;2,13992E-34;Ride
4,652742477;0;0,354531902;6,011335896;4,48312772;2,13992E-34;2,13992E-34;2,13992E-34;Ride
2,076291245;0;0,897650109;2,101505694;8,681046566;2,13992E-34;2,13992E-34;2,13992E-34;Ride
3,50605E-30;0;1,36955E-32;3,50605E-30;0;2,13992E-34;2,13992E-34;2,13992E-34;Ride
0,003210993;0,001107195;0,002141483;0,006938376;0,00334607;0,005660395;0,00669076;0,002153475;Ride
3,50605E-30;0;0;3,50605E-30;2,19128E-31;0;0;0;Ride
1,165953147;0,022452787;1,048707609;1,078596649;3,532601931;0,040917103;0,014355376;0,000808872;Ride
7,756036762;0,066761271;0,571087992;7,405317104;4,718625557;0,129038221;0,100889875;0,00708872;Ride
4,375119519;0,000879143;1,632948205;4,367313773;1,509819158;0,00163279;0,00357406;0,000178323;Ride
7,962529072;0,0572825;2,241437913;8,582086769;4,604532185;0,052298612;0,108164685;0,00963825;Ride
5,335408501;0,019335207;0,417488505;5,706143298;3,34090161;0,020949508;0,019682826;0,000735352;Ride
6,153487969;0,001490138;0,57101692;6,325647959;1,971095946;0,001844705;0,006377978;0,000848184;Ride
0;2,13992E-34;0;0;0;0;0;0;Ride
6,992077624;7,78582E-05;0,459733095;7,186516921;0,143163591;0,001506186;0,0005241;2,29588E-05;Ride
0;2,13992E-34;1,36955E-32;0;1,36955E-32;1,33745E-35;0;1,33745E-35;Ride
3,667083022;0,007845212;1,062139549;4,675969618;5,19033222;0,011085588;0,012428424;0,004291691;Ride
7,134539591;0,019968908;2,995722819;5,83805343;6,191500288;0,002574279;0,022929178;0,006448277;Ride
8,225382177;0,004615083;1,845619051;7,929707652;7,702404369;0,014382816;0,03717735;0,00190152;Ride
6,236513203;0,002732685;0,310984611;6,37267094;0,256062651;0,003478233;0,0005288;4,6158E-05;Ride
0;0;0;3,50605E-30;5,34981E-35;0;0;5,34981E-35;Ride
1,395775248;0,004979005;12,20600458;2,023475418;5,062897363;0,007593305;0,006461759;0,003922852;Ride
3,50605E-30;8,55969E-34;8,76512E-31;3,50605E-30;0;8,55969E-34;8,55969E-34;2,13992E-34;Ride
14,79531103;0,048763506;14,64250056;15,58764314;13,08513828;0,010604082;0,171416306;0,01582845;Ride
2,674845177;0,045823903;1,466729185;7,570164477;1,553266838;0,002291267;0,050881839;0,01124005;Ride
0,598800692;0,001543299;0,023405663;6,468142343;0,414434646;0,002604594;4,76895E-05;6,00303E-05;Ride
0;2,13992E-34;0;0;8,76512E-31;0;5,34981E-35;0;Ride
13,15444042;2,13992E-34;1,434809748;22,09958615;13,40320138;0;5,34981E-35;0;Ride
3,50605E-30;2,13992E-34;0;1,40242E-29;5,4782E-32;0;5,34981E-35;0;Ride
19,5127003;0,023547732;0,051355857;25,06481132;7,82321491;0,014835163;0,041950591;0,001005464;Ride
9,170989891;0,008942735;16,94976715;37,5304565;19,23332975;0,024100774;0,077985999;0,009321181;Ride
40,98999048;0,015073741;6,348291929;45,41794438;22,75483026;0,008839558;0,042559366;0,003627006;Ride
18,59427306;0,00890589;6,108900678;24,32260219;15,07783048;0,005288123;0,040396812;0,006703374;Ride
28,82164632;0,022854997;5,463288661;50,3610555;20,7963374;0,004897193;0,039092547;0,005437639;Ride
19,29010949;0,010586305;7,464242017;42,92035524;15,3271916;0,017401708;0,015548398;0,006894654;Ride
16,34045716;0,012490219;4,323650939;19,20045821;20,58415173;0,001538899;0,032168758;0,002562182;Ride
13,58791927;0,018863217;10,04152268;72,51865699;5,062454262;0,005032212;0,018718168;0,01564746;Ride
38,19972754;0,044487998;9,19762063;157,342455;8,804727279;0,019710079;0,064871086;0,014577709;Ride
9,651381896;0,005677748;6,79017677;10,81949937;5,877494044;0,001466202;0,005980133;0,001797184;Ride
8,941518848;0,011955588;2,733663333;8,671716496;4,530314533;0,001540669;0,012681153;0,000946293;Ride
12,65968371;0,004797996;3,358879918;14,37456633;14,00191981;0,002429253;0,021456834;0,000457323;Ride
15,21412052;0,006915084;1,634218876;45,74269215;23,19146266;0,014306686;0,010365724;0,001798786;Ride
12,72055416;0,008941115;4,556497997;12,81433906;2,920094789;0,00243767;0,009711233;0,002610883;Ride
1,829460329;0,017022592;7,131828015;3,711642323;4,194021085;0,013253397;0,097673721;0,001686172;Ride
28,77311475;0,141242709;3,884729417;32,33348371;13,02756696;0,048373887;0,305789832;0,022933502;Ride
3,356904695;0,049140826;2,611661667;2,93573291;5,95568878;0,020684208;1,274165955;0,043524198;Ride
31,35352485;0,019074506;10,31031;23,90876641;15,92196251;0,009428409;0,038747003;0,035970284;Ride
41,39151815;0,015525116;2,603785045;70,40382965;4,482416692;0,011500438;0,038723084;0,019058889;Ride
76,7506801;0,003999564;9,118113474;77,72708833;25,44619689;0,006972565;0,003054633;0,00519685;Ride
14,67629523;0,03238125;9,638839197;9,667621288;13,4183244;0,005955627;0,045717639;0,003790621;Ride
18,25187012;0,01215546;7,201431954;21,14674876;12,20125706;0,007581254;0,032617035;0,00545308;Ride
20,16451498;0,001673685;5,764035984;20,65398594;21,11058017;0,003237105;0,005812352;0,000924991;Ride
46,7412309;0,003832547;1,562411783;45,20241054;21,96379891;0,00644493;0,021651714;0,0062574;Ride
14,86687354;0,007066177;11,39143827;47,54534089;23,49111507;0,004483884;0,021784344;0,000485126;Ride
13,32888834;0,01916327;12,64071632;7,660077086;30,32113608;0,003128877;0,028166262;0,005734466;Ride
19,31633219;0,026780683;11,8461421;16,80051087;9,5967746;0,002534522;0,035212439;0,007164475;Ride
10,72675795;0,026695678;5,379758;13,46489184;14,98413532;0,004172728;0,057046344;0,003158471;Ride
6,262638128;0,019195883;5,486730023;9,172849761;18,60009419;0,003893363;0,075600574;0,007959315;Ride
17,93737602;0,001929924;10,87010438;19,10955131;13,78962772;0,002115062;0,008129305;0,00041086;Ride
4,52637455;0,015153381;2,999807971;11,9576321;8,366137961;0,003894338;0,056039879;0,002061462;Ride
11,16763687;0,016060951;7,089609696;13,2222056;22,0928658;0,004458907;0,059142516;0,005812727;Ride
17,94391133;0,106621308;7,917517861;32,86757118;13,10194636;0,017555101;0,19933934;0,017305733;Ride
39,95357746;0,0180202;4,285758115;47,09823698;14,81687593;0,003014186;0,05758802;0,003644685;Ride
17,45944121;0,003955957;8,968807709;24,34575566;21,24303698;0,003234485;0,016189678;0,001146826;Ride
22,42059496;0,017926269;5,753785268;31,25638176;15,68068845;0,002747085;0,051999429;0,002865525;Ride
31,52594361;0,006837222;11,18687168;38,59720124;16,6974265;0,003154819;0,01026618;0,001019817;Ride
47,23863575;0,030493348;5,808841637;36,76207969;28,48871952;0,008556511;0,108102449;0,007969731;Ride
27,77820856;0,007937095;4,387526543;27,85470945;15,07797743;0,004359758;0,02279056;0,0010852;Ride
24,28548881;0,005218034;3,066035975;26,67486523;22,48262507;0,008627867;0,012144089;0,003415326;Ride
55,9797729;0,001535938;2,570943812;67,66828997;21,73044457;0,00515854;0,011860784;0,000394913;Ride
26,83067278;0,002322208;3,074334499;49,1516626;5,026736693;0,005972322;0,006833709;0,000370751;Ride
35,83460232;0,002735369;9,374864191;18,2933362;44,89334194;0,005198134;0,015033873;0,001376646;Ride
6,896399416;0,018443068;4,631147423;84,27590283;23,65523729;0,047376198;0,019930361;0,003581949;Ride
20,03584395;0,015978281;4,850396264;38,62404435;14,54679487;0,008706168;0,103368231;0,006628296;Ride
6,739582614;0,076387284;4,728820013;6,59132583;5,689635921;0,003671309;0,195760489;0,00663058;Ride
8,037254326;0,165299127;3,369845016;7,225481513;3,832982914;0,005534184;0,330111746;0,01516942;Ride
13,11905017;0,023261238;5,126601684;21,9191414;2,579456114;0,023510784;0,024775919;0,004876562;Ride
3,391458785;0,011398342;1,118790265;3,460518598;4,127921345;0,002058381;0,016603309;0,00872838;Ride
0,010578439;0,00034959;0,048731261;0,018402455;0,12404522;0,000100895;0,000878894;0,000591709;Ride
0,001006271;0,000448841;0,039410707;0,005561702;0,023755448;1,99734E-05;4,8252E-05;0,000457058;Ride
0,001973795;4,76509E-05;0,001995915;0,0028033;0,006785452;1,91179E-05;3,43889E-05;0,00015232;Ride
0,000849003;0,000309512;0,02198999;0,00137896;0,011258339;5,5601E-06;0,000132272;0,000614505;Ride
